datetime,BTC,ETH
2021-05-04 22:00:00+00:00,54379.811458895434,3355.4434859790827
2021-05-04 23:00:00+00:00,54151.075423453054,3316.063567389495
2021-05-05 00:00:00+00:00,53464.37021950372,3245.663148933579
2021-05-05 01:00:00+00:00,54746.69578902684,3333.298757291368
2021-05-05 02:00:00+00:00,55436.74979309785,3390.9865718365786
2021-05-05 03:00:00+00:00,55032.80326941111,3327.6822517034275
2021-05-05 04:00:00+00:00,54935.737282021575,3290.9178848859738
2021-05-05 05:00:00+00:00,54488.3728429022,3277.5732351213687
2021-05-05 06:00:00+00:00,54614.522165147624,3282.7787530547866
2021-05-05 07:00:00+00:00,54507.32400092038,3272.518565112157
2021-05-05 08:00:00+00:00,55039.77781337696,3351.3356383444107
2021-05-05 09:00:00+00:00,55502.24582389879,3363.862815906287
2021-05-05 10:00:00+00:00,55316.94578467325,3399.382281676815
2021-05-05 11:00:00+00:00,55504.97952723182,3385.0240220741334
2021-05-05 12:00:00+00:00,55149.08232751617,3354.414808417009
2021-05-05 13:00:00+00:00,55634.935816597805,3383.4693627050447
2021-05-05 14:00:00+00:00,56212.07538609557,3383.9674967098617
2021-05-05 15:00:00+00:00,57332.237665518565,3392.7226357930413
2021-05-05 16:00:00+00:00,57674.240224065914,3329.05650581122
2021-05-05 17:00:00+00:00,57364.45662557184,3433.2925233012256
2021-05-05 18:00:00+00:00,57392.04022506248,3412.60274688405
2021-05-05 19:00:00+00:00,57312.0694420976,3419.6221240365926
2021-05-05 20:00:00+00:00,57041.564498525906,3473.7409044426577
2021-05-05 21:00:00+00:00,56831.0729333278,3469.620555958864
2021-05-05 22:00:00+00:00,56819.25954442052,3428.2181541141777
2021-05-05 23:00:00+00:00,57215.27232018931,3521.088386686321
2021-05-06 00:00:00+00:00,57432.100227087576,3527.87795953073
2021-05-06 01:00:00+00:00,56886.35755973869,3480.4997668489546
2021-05-06 02:00:00+00:00,57015.26093219081,3484.6467897250045
2021-05-06 03:00:00+00:00,57024.40261514531,3492.264680838447
2021-05-06 04:00:00+00:00,56829.43230609249,3467.676500222258
2021-05-06 05:00:00+00:00,57055.48736037687,3446.282991433171
2021-05-06 06:00:00+00:00,57132.02694806836,3451.9042243576014
2021-05-06 07:00:00+00:00,56606.65895273104,3408.76136423494
2021-05-06 08:00:00+00:00,56772.01097916502,3445.7522777818926
2021-05-06 09:00:00+00:00,57015.71499958317,3440.868543481238
2021-05-06 10:00:00+00:00,57292.98216147648,3464.995359788644
2021-05-06 11:00:00+00:00,57999.34933717332,3492.59630945043
2021-05-06 12:00:00+00:00,57969.70924004506,3520.9661085415037
2021-05-06 13:00:00+00:00,57671.53481594119,3487.5691386955646
2021-05-06 14:00:00+00:00,57343.59707777673,3488.402078691339
2021-05-06 15:00:00+00:00,57310.62084801442,3516.6383000331757
2021-05-06 16:00:00+00:00,57032.37003666917,3540.313801559023
2021-05-06 17:00:00+00:00,56909.36847955484,3562.7402215238008
2021-05-06 18:00:00+00:00,56924.74993838774,3574.8156981870047
2021-05-06 19:00:00+00:00,55774.659224122544,3458.5966934410703
2021-05-06 20:00:00+00:00,56280.09503551131,3496.98402619183
2021-05-06 21:00:00+00:00,55997.25844649004,3468.693223164822
2021-05-06 22:00:00+00:00,56320.036515674976,3517.7207865146297
2021-05-06 23:00:00+00:00,56478.83446437289,3534.8612920843816
2021-05-07 00:00:00+00:00,56507.759439869595,3495.0758690360576
2021-05-07 01:00:00+00:00,56572.22842457383,3512.8785782396976
2021-05-07 02:00:00+00:00,56151.37143119505,3466.411634392586
2021-05-07 03:00:00+00:00,55847.65429325251,3440.331883738236
2021-05-07 04:00:00+00:00,55847.107640361384,3442.692976925818
2021-05-07 05:00:00+00:00,55920.02856234392,3416.355644492579
2021-05-07 06:00:00+00:00,55857.5370638638,3418.120430057583
2021-05-07 07:00:00+00:00,56224.55048320035,3453.169594083792
2021-05-07 08:00:00+00:00,55920.61442444806,3447.459294124285
2021-05-07 09:00:00+00:00,56128.579877025986,3442.263665117788
2021-05-07 10:00:00+00:00,56374.30872478056,3464.664136025594
2021-05-07 11:00:00+00:00,56623.69828099969,3467.292972859075
2021-05-07 12:00:00+00:00,56590.51782952788,3451.7544590850157
2021-05-07 13:00:00+00:00,57484.543060644944,3506.861353833723
2021-05-07 14:00:00+00:00,57120.66265954255,3508.563396808798
2021-05-07 15:00:00+00:00,57121.200544878644,3509.6050714739067
2021-05-07 16:00:00+00:00,57687.73260317246,3571.371038957259
2021-05-07 17:00:00+00:00,58139.00714757722,3562.144324464752
2021-05-07 18:00:00+00:00,58102.63818654207,3541.427374928315
2021-05-07 19:00:00+00:00,57944.27567531474,3528.2466096204616
2021-05-07 20:00:00+00:00,57638.19354102635,3518.1965493123944
2021-05-07 21:00:00+00:00,57563.77616390131,3499.8235960706047
2021-05-07 22:00:00+00:00,57450.91509329633,3480.596043363512
2021-05-07 23:00:00+00:00,57128.612400378996,3451.976252905467
2021-05-08 00:00:00+00:00,57361.56904328887,3493.534500000208
2021-05-08 01:00:00+00:00,57676.8797708918,3529.390217512424
2021-05-08 02:00:00+00:00,57656.2017438374,3538.8563540624696
2021-05-08 03:00:00+00:00,58284.35425274068,3538.54429695307
2021-05-08 04:00:00+00:00,58106.35991414403,3530.5520872754505
2021-05-08 05:00:00+00:00,58120.243071385245,3566.670367539735
2021-05-08 06:00:00+00:00,57928.55831366196,3538.0283647673673
2021-05-08 07:00:00+00:00,57747.48300589394,3524.493553943708
2021-05-08 08:00:00+00:00,58482.207145613225,3542.317389540226
2021-05-08 09:00:00+00:00,58946.00079549753,3552.696857825752
2021-05-08 10:00:00+00:00,58800.37220671328,3566.9189300745993
2021-05-08 11:00:00+00:00,58541.565633788436,3541.6035419417735
2021-05-08 12:00:00+00:00,58598.299585639754,3546.820265954613
2021-05-08 14:00:00+00:00,59249.781832791894,3606.000891983612
2021-05-08 15:00:00+00:00,59111.94363407312,3665.5108975811786
2021-05-08 16:00:00+00:00,57945.79291322216,3634.4183806356286
2021-05-08 17:00:00+00:00,58383.08072301595,3817.1250505839075
2021-05-08 18:00:00+00:00,58910.5980749692,3831.609275265956
2021-05-08 19:00:00+00:00,59122.18059357506,3833.127505351828
2021-05-08 20:00:00+00:00,59052.3442582716,3808.4438587302466
2021-05-08 21:00:00+00:00,59049.82335457901,3852.211486271376
2021-05-08 22:00:00+00:00,58924.7528722592,3895.8263244829504
2021-05-08 23:00:00+00:00,58603.915501403884,3899.949945967818
2021-05-09 00:00:00+00:00,58771.881689509355,3912.7429165968124
2021-05-09 01:00:00+00:00,58487.67263198862,3844.961117933399
2021-05-09 02:00:00+00:00,59092.64434966951,3899.423449067518
2021-05-09 03:00:00+00:00,58629.834079348315,3877.0539019211114
2021-05-09 04:00:00+00:00,58810.87229744863,3931.61467569066
2021-05-09 05:00:00+00:00,58187.26096624446,3906.968627186809
2021-05-09 06:00:00+00:00,58533.64354969528,3946.927409958456
2021-05-09 07:00:00+00:00,58384.26782776662,3972.4996563615805
2021-05-09 08:00:00+00:00,58022.030773147424,3967.4369399692036
2021-05-09 09:00:00+00:00,58214.964720557466,3945.6327200185033
2021-05-09 10:00:00+00:00,57943.17799458462,3933.0136062995634
2021-05-09 11:00:00+00:00,58048.35264194814,3932.4033514902126
2021-05-09 12:00:00+00:00,57956.69750128513,3898.193085648839
2021-05-09 13:00:00+00:00,56636.68490288338,3805.458615422006
2021-05-09 14:00:00+00:00,57255.01737514556,3830.0409728910395
2021-05-09 15:00:00+00:00,57302.21902700645,3861.8445049305633
2021-05-09 16:00:00+00:00,57396.23936559411,3883.719532418816
2021-05-09 17:00:00+00:00,57618.73682868953,3955.7185768118425
2021-05-09 18:00:00+00:00,57448.46431162721,3918.5768614564986
2021-05-09 19:00:00+00:00,57535.25625626244,3902.582112873254
2021-05-09 20:00:00+00:00,57347.569060457055,3887.3570306332167
2021-05-09 21:00:00+00:00,57868.20350596393,3919.877478714629
2021-05-09 22:00:00+00:00,58071.98468854746,3923.1320339926656
2021-05-09 23:00:00+00:00,58050.12752524915,3894.728503906217
2021-05-10 00:00:00+00:00,58213.926293744385,3932.754068170969
2021-05-10 01:00:00+00:00,58861.37587233293,3927.9584993084027
2021-05-10 02:00:00+00:00,59005.01079292185,3950.335885368099
2021-05-10 03:00:00+00:00,58908.998330120296,3973.560760085763
2021-05-10 04:00:00+00:00,59577.80355554711,4071.985313000452
2021-05-10 05:00:00+00:00,59229.36435812941,4088.2398975993397
2021-05-10 06:00:00+00:00,58982.73712068779,4123.448356746152
2021-05-10 07:00:00+00:00,58849.81791579817,4115.778665376306
2021-05-10 08:00:00+00:00,58495.016723460736,4102.83050330621
2021-05-10 09:00:00+00:00,58423.04744226531,4143.460837393088
2021-05-10 10:00:00+00:00,58017.45975355157,4134.348561003331
2021-05-10 11:00:00+00:00,57878.11676255712,4043.6059937669283
2021-05-10 12:00:00+00:00,58239.56823234882,4092.4171226980425
2021-05-10 13:00:00+00:00,57864.642646683205,4148.402758101393
2021-05-10 14:00:00+00:00,57656.76078781294,4132.160332013382
2021-05-10 15:00:00+00:00,57237.92655235211,4071.9065986635187
2021-05-10 16:00:00+00:00,58114.791564906394,4182.599351676778
2021-05-10 17:00:00+00:00,57811.15509268604,4189.02596843937
2021-05-10 18:00:00+00:00,57163.74862543311,4150.052138358997
2021-05-10 19:00:00+00:00,56850.28569756677,4152.776962203378
2021-05-10 20:00:00+00:00,56010.8323693779,4047.8419757087618
2021-05-10 21:00:00+00:00,55240.32123935162,3906.5809856331184
2021-05-10 22:00:00+00:00,55994.192668268144,4035.4537419638023
2021-05-10 23:00:00+00:00,56274.44427494624,4054.3001573013366
2021-05-11 00:00:00+00:00,55901.66759456145,3979.6086519212827
2021-05-11 01:00:00+00:00,55820.36727735582,3897.5652666857895
2021-05-11 02:00:00+00:00,55554.848271881456,3927.1648775839694
2021-05-11 03:00:00+00:00,54951.20708027075,3850.7820045173485
2021-05-11 04:00:00+00:00,55160.047634602895,3871.1379061261673
2021-05-11 05:00:00+00:00,55348.50218462582,3920.788939571371
2021-05-11 06:00:00+00:00,55037.47064453909,3898.5228856989997
2021-05-11 07:00:00+00:00,55729.07896254964,3965.539942689324
2021-05-11 08:00:00+00:00,55673.43108382217,3976.8167968467383
2021-05-11 09:00:00+00:00,55433.921148413305,3933.2711765489116
2021-05-11 10:00:00+00:00,56039.227804465736,4016.668717024436
2021-05-11 11:00:00+00:00,55829.53981264549,4039.2496775340214
2021-05-11 12:00:00+00:00,55307.32089035869,3993.676119135104
2021-05-11 14:00:00+00:00,55483.576010525365,3953.263618297533
2021-05-11 15:00:00+00:00,55807.141156993894,4000.6251747578876
2021-05-11 16:00:00+00:00,56188.39651793171,4031.655574077979
2021-05-11 17:00:00+00:00,56151.35419122988,4025.9342873842475
2021-05-11 18:00:00+00:00,56447.87560142653,4052.5111534497833
2021-05-11 19:00:00+00:00,56495.11002546482,4059.5613567441237
2021-05-11 20:00:00+00:00,56589.30988858585,4058.6009590902813
2021-05-11 21:00:00+00:00,56824.63058972232,4138.379982356899
2021-05-11 22:00:00+00:00,56453.584033877516,4116.297042115458
2021-05-11 23:00:00+00:00,56430.89675789497,4126.821046775399
2021-05-12 00:00:00+00:00,56928.97235660158,4182.790285752286
2021-05-12 01:00:00+00:00,57248.057329835334,4194.546845552939
2021-05-12 02:00:00+00:00,56988.54093430655,4174.957280035716
2021-05-12 03:00:00+00:00,57089.140196350716,4237.802019873195
2021-05-12 04:00:00+00:00,57781.57445959879,4323.235743159137
2021-05-12 05:00:00+00:00,57302.165907056136,4278.272366116749
2021-05-12 06:00:00+00:00,57266.73757992159,4303.631920867653
2021-05-12 07:00:00+00:00,57046.73254624193,4293.270785875603
2021-05-12 08:00:00+00:00,57201.895837285694,4296.28021553067
2021-05-12 09:00:00+00:00,56866.15418031749,4285.034596375932
2021-05-12 10:00:00+00:00,56967.83567297854,4312.69570346449
2021-05-12 11:00:00+00:00,56112.95280687772,4250.657697373278
2021-05-12 12:00:00+00:00,56437.99683570616,4282.1969375513545
2021-05-12 13:00:00+00:00,56088.15752721541,4280.228391111744
2021-05-12 14:00:00+00:00,56706.61782614403,4309.796191971819
2021-05-12 15:00:00+00:00,56170.175547293475,4321.360146379662
2021-05-12 16:00:00+00:00,55583.70071528766,4211.2450975830325
2021-05-12 17:00:00+00:00,54863.211476200566,4139.174969120649
2021-05-12 18:00:00+00:00,55157.45863943232,4164.132925064561
2021-05-12 19:00:00+00:00,54257.81551957902,4024.327986124542
2021-05-12 20:00:00+00:00,54313.584240758064,4070.9009549772204
2021-05-12 21:00:00+00:00,54469.152449506524,4113.609173700351
2021-05-12 22:00:00+00:00,54448.190943600704,4127.04405032123
2021-05-12 23:00:00+00:00,52906.5349801564,4204.639611587308
2021-05-13 00:00:00+00:00,50004.76218313686,3906.108903329409
2021-05-13 01:00:00+00:00,49939.66504301437,3941.3184644657304
2021-05-13 02:00:00+00:00,50293.49469381211,3992.3434985801323
2021-05-13 03:00:00+00:00,50476.40626469657,4011.3994285354415
2021-05-13 04:00:00+00:00,50736.865423796546,3916.732326794189
2021-05-13 05:00:00+00:00,50430.57955426653,3899.6981265480404
2021-05-13 06:00:00+00:00,51012.68381868106,4000.2897336905585
2021-05-13 07:00:00+00:00,51259.47411845293,4030.638799165567
2021-05-13 08:00:00+00:00,50805.89594365346,3977.651541821852
2021-05-13 09:00:00+00:00,50181.4102522226,3862.7286029904308
2021-05-13 10:00:00+00:00,49092.83449531014,3711.3818594117843
2021-05-13 11:00:00+00:00,49119.06037084075,3676.100294919422
2021-05-13 12:00:00+00:00,50047.42745484183,3769.6311875406086
2021-05-13 13:00:00+00:00,50374.54603562771,3833.0124379446047
2021-05-13 14:00:00+00:00,50506.93050752961,3872.826282919557
2021-05-13 15:00:00+00:00,50356.702560857964,3874.419116745789
2021-05-13 16:00:00+00:00,49926.37160401839,3779.1459091953147
2021-05-13 17:00:00+00:00,48918.903459300425,3736.3059091106447
2021-05-13 18:00:00+00:00,48358.739253600186,3750.4859142899472
2021-05-13 19:00:00+00:00,48267.77747317404,3620.041022112703
2021-05-13 20:00:00+00:00,48725.28089020104,3664.852761375918
2021-05-13 21:00:00+00:00,49193.371396748815,3723.8931667474226
2021-05-13 22:00:00+00:00,49596.658767761546,3762.5267897580165
2021-05-13 23:00:00+00:00,49333.97284824189,3713.22878369527
2021-05-14 00:00:00+00:00,49972.795398372444,3750.3415950592753
2021-05-14 01:00:00+00:00,50057.226533185894,3824.5365715684184
2021-05-14 02:00:00+00:00,50095.88402547383,3872.5247830179387
2021-05-14 03:00:00+00:00,49636.6887234903,3819.65752541261
2021-05-14 04:00:00+00:00,49203.98569528066,3805.2670524548903
2021-05-14 05:00:00+00:00,49152.042130841066,3781.2306327595443
2021-05-14 06:00:00+00:00,49824.608614667864,3860.7577595418766
2021-05-14 07:00:00+00:00,49049.41867355618,3816.221551882128
2021-05-14 08:00:00+00:00,50023.99743002446,3888.204998730738
2021-05-14 09:00:00+00:00,50372.682403959894,3928.412116804674
2021-05-14 10:00:00+00:00,50533.474847295016,3962.091649536465
2021-05-14 11:00:00+00:00,50846.15045481003,3999.5541060130918
2021-05-14 12:00:00+00:00,50591.97897543394,4004.172826904439
2021-05-14 13:00:00+00:00,50334.744058862845,3998.4808858968486
2021-05-14 14:00:00+00:00,51091.71888634284,4061.279767918082
2021-05-14 15:00:00+00:00,50839.233581390465,4088.17355609957
2021-05-14 16:00:00+00:00,51253.26526154562,4143.865214527466
2021-05-14 17:00:00+00:00,50814.01732038274,4113.8216088333775
2021-05-14 18:00:00+00:00,50731.00818576613,4113.396938652876
2021-05-14 19:00:00+00:00,50528.26315147435,4095.048915876814
2021-05-14 20:00:00+00:00,50196.2320466879,4058.689234998008
2021-05-14 21:00:00+00:00,49411.97641272291,4006.4736583587023
2021-05-14 22:00:00+00:00,49807.977163362775,4052.090536684959
2021-05-14 23:00:00+00:00,49950.26944122073,4086.2957383571347
2021-05-15 00:00:00+00:00,49913.26314398822,4088.73170832043
2021-05-15 01:00:00+00:00,49416.53314422394,4052.609860377746
2021-05-15 02:00:00+00:00,50615.466771836946,4127.7960577085605
2021-05-15 03:00:00+00:00,50239.45458169797,4074.1429122924696
2021-05-15 04:00:00+00:00,49774.39899381074,4039.47588370943
2021-05-15 05:00:00+00:00,49348.29924552877,4029.079046175423
2021-05-15 06:00:00+00:00,49633.06855463667,4045.031557246308
2021-05-15 07:00:00+00:00,48914.11440256764,3960.4052138352026
2021-05-15 08:00:00+00:00,48810.934293556544,3943.344575495091
2021-05-15 09:00:00+00:00,49065.52991673405,3933.7539051695485
2021-05-15 10:00:00+00:00,48572.16590681223,3892.4444740691106
2021-05-15 11:00:00+00:00,48574.711927241915,3867.0991007459766
2021-05-15 12:00:00+00:00,48868.60305863678,3904.1567208719143
2021-05-15 13:00:00+00:00,49379.76315234058,3931.5730582430106
2021-05-15 14:00:00+00:00,49052.68444471721,3893.866578610477
2021-05-15 15:00:00+00:00,49675.90532371078,3911.8073124109765
2021-05-15 16:00:00+00:00,49053.167386888,3879.2681488873354
2021-05-15 17:00:00+00:00,47917.950280273406,3783.2733235042188
2021-05-15 18:00:00+00:00,48137.83342848168,3780.4402956758518
2021-05-15 19:00:00+00:00,48020.15258447076,3766.8522569575466
2021-05-15 20:00:00+00:00,47740.05005733954,3734.6857519122823
2021-05-15 21:00:00+00:00,48299.89574521734,3801.1530951115856
2021-05-15 22:00:00+00:00,48522.302621847244,3812.381902696128
2021-05-15 23:00:00+00:00,48159.550779483354,3787.3221232348315
2021-05-16 00:00:00+00:00,46780.902304688214,3659.9218442136184
2021-05-16 01:00:00+00:00,47342.25100873092,3774.075822178864
2021-05-16 02:00:00+00:00,48173.80646705228,3844.6422996873143
2021-05-16 03:00:00+00:00,48195.34276868504,3840.6661742509714
2021-05-16 04:00:00+00:00,48300.675732949945,3828.6866790872646
2021-05-16 05:00:00+00:00,48177.84244042737,3814.9783386312974
2021-05-16 06:00:00+00:00,48219.93450085968,3798.584371013065
2021-05-16 07:00:00+00:00,49071.27437213592,3874.8773783826755
2021-05-16 08:00:00+00:00,49160.530314093245,3859.848162871623
2021-05-16 09:00:00+00:00,48908.11746647584,3810.175852238369
2021-05-16 10:00:00+00:00,49265.37073087122,3819.592795908154
2021-05-16 11:00:00+00:00,49676.81873777044,3856.6700450114276
2021-05-16 12:00:00+00:00,49054.709772502654,3794.909533913891
2021-05-16 13:00:00+00:00,48696.51145387634,3730.937968474124
2021-05-16 14:00:00+00:00,48944.95114054473,3735.730257366868
2021-05-16 15:00:00+00:00,48405.796864409545,3699.3020944518817
2021-05-16 16:00:00+00:00,47889.815231055596,3659.9547933845934
2021-05-16 17:00:00+00:00,47385.1895096615,3590.749205774906
2021-05-16 18:00:00+00:00,47144.18877418564,3614.778327121933
2021-05-16 19:00:00+00:00,45972.01978891674,3531.3336458622866
2021-05-16 20:00:00+00:00,45240.82122011166,3403.2479175877193
2021-05-16 21:00:00+00:00,44490.79522240914,3393.510358268598
2021-05-16 22:00:00+00:00,45343.51664237133,3496.0153025042014
2021-05-16 23:00:00+00:00,45683.458099465715,3542.7520126779245
2021-05-17 00:00:00+00:00,46585.06413538846,3602.0048969299023
2021-05-17 01:00:00+00:00,45701.468702261365,3480.388048956557
2021-05-17 02:00:00+00:00,45028.759365909355,3418.804681094609
2021-05-17 03:00:00+00:00,44494.364641871194,3383.3677816268982
2021-05-17 04:00:00+00:00,43284.65362660308,3247.627445432949
2021-05-17 05:00:00+00:00,43509.564064352715,3305.762272842007
2021-05-17 06:00:00+00:00,42879.41747391297,3268.6015773589293
2021-05-17 07:00:00+00:00,44348.68153493094,3400.8710494250217
2021-05-17 08:00:00+00:00,45048.04066159448,3509.564574812322
2021-05-17 09:00:00+00:00,45514.64781413574,3560.307814620371
2021-05-17 10:00:00+00:00,45435.93948505296,3530.5624934448056
2021-05-17 11:00:00+00:00,44635.357482947045,3450.734241883644
2021-05-17 12:00:00+00:00,45850.45500825522,3524.674648979579
2021-05-17 13:00:00+00:00,,3491.130182437572
2021-05-17 14:00:00+00:00,44939.034041532344,3386.544118953774
2021-05-17 15:00:00+00:00,44562.98596031977,3409.175097411834
2021-05-17 16:00:00+00:00,43447.77060019203,3299.037302404367
2021-05-17 17:00:00+00:00,42600.14692405195,3215.281107896338
2021-05-17 18:00:00+00:00,42955.96150108376,3212.5086225134924
2021-05-17 19:00:00+00:00,43973.08416472399,3391.7072337394293
2021-05-17 20:00:00+00:00,44291.62448300738,3401.871930321009
2021-05-17 21:00:00+00:00,44914.157474494925,3456.7347743355695
2021-05-17 22:00:00+00:00,43463.48907509747,3281.9278197449726
2021-05-17 23:00:00+00:00,42746.0714310115,3206.993569083685
2021-05-18 00:00:00+00:00,43780.82559782485,3288.2298872378637
2021-05-18 01:00:00+00:00,44323.47859878531,3355.9425490836934
2021-05-18 02:00:00+00:00,45020.42482665007,3408.826822337282
2021-05-18 03:00:00+00:00,45101.47931691331,3408.8294430196283
2021-05-18 04:00:00+00:00,44766.83092660281,3393.048494555659
2021-05-18 05:00:00+00:00,45447.396375652526,3511.1656988396385
2021-05-18 06:00:00+00:00,45370.52054599346,3534.902481415215
2021-05-18 07:00:00+00:00,44967.338517956814,3479.241024284633
2021-05-18 08:00:00+00:00,45114.49079498483,3505.3583747284106
2021-05-18 09:00:00+00:00,44990.96343689522,3504.603064051822
2021-05-18 10:00:00+00:00,44929.966026758295,3470.8779522732366
